Method,Trial,Coordination_Efficiency,Resource_Utilization,Scalability_Index,Communication_Overhead,Network_Size
Independent_Learning,1,0.21374597064616946,64.81902726296138,0.8741987666033365,Low,1000
Independent_Learning,2,0.23077586476051962,65.5132773571914,0.8630186976817238,Low,100
Independent_Learning,3,0.24691873936993938,71.89260056439417,0.8760404459973165,Low,200
Independent_Learning,4,0.23650230584648604,66.35561015772669,0.9293428367192033,Low,2000
Independent_Learning,5,0.2617519515099891,71.00972529823449,0.8897604867170199,Low,100
Independent_Learning,6,0.24262112945305717,67.12438728425641,0.9132285821911197,Low,200
Independent_Learning,7,0.2009968298939334,66.67345706459083,0.8747379141376124,Low,1000
Independent_Learning,8,0.2081951333525672,66.0552233988168,0.8978772210804233,Low,1000
Independent_Learning,9,0.21796142947270558,69.59187523320871,0.8962506346404971,Low,100
Independent_Learning,10,0.2497846065241504,67.27489241050107,0.896421628398087,Low,2000
Independent_Learning,11,0.18704226726253023,67.5693409195212,0.9002162570255132,Low,100
Independent_Learning,12,0.16316733740511646,69.18940089291387,0.9028172682900605,Low,2000
Independent_Learning,13,0.23609842769075876,69.05951943351242,0.8818890327524566,Low,500
Independent_Learning,14,0.2523827808650894,68.79195369858263,0.9153524045910202,Low,200
Independent_Learning,15,0.2801230488967989,67.7665131208121,0.8871792602886338,Low,100
Independent_Learning,16,0.16393418067115828,68.00474426132527,0.8738549027737357,Low,500
Independent_Learning,17,0.23630525065643093,65.80980198888672,0.868142547952008,Low,100
Independent_Learning,18,0.25205378598877115,65.43906000575672,0.8941963612936205,Low,200
Independent_Learning,19,0.24430474377267156,66.72466212690527,0.8877108565914593,Low,200
Independent_Learning,20,0.20969667364770153,64.30546883637183,0.8865137644232172,Low,1000
Independent_Learning,21,0.22426420818828147,65.60818464835863,0.8945121496317375,Low,200
Independent_Learning,22,0.20489731100122957,63.49799764756674,0.9106436283896125,Low,1000
Independent_Learning,23,0.23824055858987475,69.91671438322174,0.8719113299435779,Low,2000
Independent_Learning,24,0.21956241135776117,68.99823158250662,0.8778280047474235,Low,100
Independent_Learning,25,0.1860026534818147,67.80368202142684,0.881260900702151,Low,1000
Independent_Learning,26,0.24697378226944797,67.00168927790743,0.871306825375178,Low,2000
Independent_Learning,27,0.21775849174603132,70.33131811792936,0.885336697334887,Low,200
Independent_Learning,28,0.22683755952079895,70.60995411518995,0.9306245758309868,Low,500
Independent_Learning,29,0.18110640221381577,66.31117838188527,0.912380445861754,Low,1000
Independent_Learning,30,0.20978944438208771,69.14130189158782,0.8883202764241965,Low,1000
Standard_MAPPO,1,0.7373078670561798,74.97034285313153,0.7423632482302986,High,1000
Standard_MAPPO,2,0.714227974929189,73.10505370070507,0.7469318703496144,High,200
Standard_MAPPO,3,0.740178009250491,75.74670463636846,0.7899504257407906,High,1000
Standard_MAPPO,4,0.7191739495203997,75.51344578729883,0.7622361168052838,High,1000
Standard_MAPPO,5,0.7053913772682813,75.62413542387637,0.7559005296600108,High,100
Standard_MAPPO,6,0.7003680369949419,73.99777840844648,0.7621903177140359,High,500
Standard_MAPPO,7,0.7296274445134423,72.61236476108263,0.7653436464566911,High,2000
Standard_MAPPO,8,0.7221251127297289,71.32631128081727,0.7761734091885072,High,1000
Standard_MAPPO,9,0.7677382613224977,73.08423636004038,0.7692952074363529,High,1000
Standard_MAPPO,10,0.7248349319982631,75.42356542613753,0.7330798673691061,High,200
Standard_MAPPO,11,0.653559490547676,71.3299144550025,0.7398494913471366,High,1000
Standard_MAPPO,12,0.6914797305858157,74.16108641575647,0.7624136056080164,High,200
Standard_MAPPO,13,0.6572488094208854,75.44787596786976,0.7480920519872752,High,500
Standard_MAPPO,14,0.6961720681571217,77.67636857490655,0.7380308793731271,High,1000
Standard_MAPPO,15,0.7017602561541214,74.33116589217826,0.7842383583611572,High,1000
Standard_MAPPO,16,0.7334281071578221,72.0026014945986,0.7915676510086436,High,500
Standard_MAPPO,17,0.6667097906228323,76.55440196231324,0.7721577659304305,High,200
Standard_MAPPO,18,0.6848475616401525,76.82998357127285,0.7408831169593927,High,1000
Standard_MAPPO,19,0.677047981007246,76.14497417463589,0.7571513616075485,High,100
Standard_MAPPO,20,0.6972531890099909,74.46166121518486,0.8003566286951673,High,500
Standard_MAPPO,21,0.7375735335827881,72.52851273827368,0.7562827373216893,High,200
Standard_MAPPO,22,0.7003436311133105,75.92943953515768,0.7488310672325845,High,2000
Standard_MAPPO,23,0.730823693665144,75.52399828819274,0.7608034231068564,High,500
Standard_MAPPO,24,0.6744738976092152,73.18605011725862,0.76642613970102,High,200
Standard_MAPPO,25,0.6766120623747235,74.11514281716694,0.7875992924797566,High,1000
Standard_MAPPO,26,0.7305059406833638,71.77006896909377,0.7824888035051569,High,200
Standard_MAPPO,27,0.7064886506397697,74.37766618882027,0.7935414155678739,High,500
Standard_MAPPO,28,0.7541781582016561,73.12719793893302,0.7403996673654698,High,1000
Standard_MAPPO,29,0.7444050699969094,75.24844885030072,0.7623696510290736,High,200
Standard_MAPPO,30,0.78335084987846,72.60900200845082,0.7629534558280722,High,200
TFP_Baseline,1,0.45274115350229027,71.63534354038218,0.8334735693962997,Medium,2000
TFP_Baseline,2,0.4647838596223995,71.23474393142068,0.8078695222663916,Medium,100
TFP_Baseline,3,0.4423692010599045,70.26350042883386,0.8112206564541625,Medium,100
TFP_Baseline,4,0.4663139454282151,73.22608117252997,0.8046064409918464,Medium,1000
TFP_Baseline,5,0.4312493807331281,67.70486565860561,0.8307911066208216,Medium,100
TFP_Baseline,6,0.4102252296014809,69.97255783705731,0.8308949590860196,Medium,100
TFP_Baseline,7,0.4422712188169228,70.934452642764,0.8103646432930641,Medium,200
TFP_Baseline,8,0.4640243730722,70.2582681170714,0.8304639340873916,Medium,100
TFP_Baseline,9,0.45710628947519544,71.34790350729465,0.8569149526087784,Medium,100
TFP_Baseline,10,0.45507981249562324,72.0607195305529,0.860666064860834,Medium,200
TFP_Baseline,11,0.4485367370574102,70.70791262179628,0.7833353398296103,Medium,500
TFP_Baseline,12,0.44567160800444655,70.10066633304429,0.8150715167357557,Medium,200
TFP_Baseline,13,0.47755429038133335,70.4958453753541,0.8069216793574996,Medium,100
TFP_Baseline,14,0.45955244734038087,70.5333328488371,0.8296842194435697,Medium,1000
TFP_Baseline,15,0.4473575015492213,71.04427512601161,0.8232689679980617,Medium,500
TFP_Baseline,16,0.4705768949189669,70.17138406902517,0.8044772188194803,Medium,100
TFP_Baseline,17,0.4732164430776295,69.9433945961959,0.8225890981314027,Medium,100
TFP_Baseline,18,0.41491358461289984,70.47421964931308,0.7855741308351976,Medium,2000
TFP_Baseline,19,0.48592334904222484,75.75249843856163,0.7742907172432567,Medium,1000
TFP_Baseline,20,0.40027278578366765,68.95485064919347,0.7718230465197413,Medium,200
TFP_Baseline,21,0.42899244778701523,73.77168040870474,0.8330492487966281,Medium,1000
TFP_Baseline,22,0.4325162233531614,71.64397507228465,0.8215534578349466,Medium,2000
TFP_Baseline,23,0.41594704494840556,72.05483479212992,0.8187833614142334,Medium,100
TFP_Baseline,24,0.41455019161284046,71.60195995528127,0.8475190649375482,Medium,100
TFP_Baseline,25,0.43225753006148576,74.35181075218323,0.8212657970284183,Medium,100
TFP_Baseline,26,0.4083233974002335,72.82590126232985,0.8378786252223127,Medium,200
TFP_Baseline,27,0.46175132948057807,72.40243928232182,0.8640569138664835,Medium,2000
TFP_Baseline,28,0.4660444168069958,73.4604908588464,0.8184431903630524,Medium,500
TFP_Baseline,29,0.46743253518888195,72.60604685393403,0.8213089812255897,Medium,1000
TFP_Baseline,30,0.4417000881016038,70.31383643714602,0.8067711847239694,Medium,100
H_MAPPO_Ours,1,0.8764100372978622,72.62143393479892,0.932529261925362,Medium,100
H_MAPPO_Ours,2,0.8870064284345078,71.86333741272443,0.9236259030507153,Medium,200
H_MAPPO_Ours,3,0.8847129073765799,66.47236379837403,0.9469957448957557,Medium,2000
H_MAPPO_Ours,4,0.930001179630225,68.45958427880583,0.9594626938786208,Medium,100
H_MAPPO_Ours,5,0.9020604849794516,70.31881848502015,0.9462676206943956,Medium,200
H_MAPPO_Ours,6,0.8671826596767175,70.35909561373877,0.9360818686997074,Medium,200
H_MAPPO_Ours,7,0.8227266817721574,67.32611015920584,0.9533585273911728,Medium,100
H_MAPPO_Ours,8,0.860848211822131,67.39281577118051,0.9500309361341139,Medium,200
H_MAPPO_Ours,9,0.8660187901754987,67.92451345394088,0.9467489257172735,Medium,500
H_MAPPO_Ours,10,0.890319278164239,64.75169255596471,0.9157902135741178,Medium,200
H_MAPPO_Ours,11,0.8628379436874704,72.85428020172084,0.9869960703384038,Medium,1000
H_MAPPO_Ours,12,0.9087636754480843,67.77772062066576,0.955678050354482,Medium,1000
H_MAPPO_Ours,13,0.8211398361634535,69.29164000520203,0.9423994720416632,Medium,1000
H_MAPPO_Ours,14,0.8145948982085122,71.34509349619924,0.9424337705633002,Medium,100
H_MAPPO_Ours,15,0.873765245327109,64.89471901946696,0.9304815368813978,Medium,200
H_MAPPO_Ours,16,0.8602728234284499,69.29775623769669,0.9623009223955771,Medium,1000
H_MAPPO_Ours,17,0.8620092941570157,71.91457807813367,0.922123241101589,Medium,1000
H_MAPPO_Ours,18,0.8732431076745933,70.88950044630234,0.9819636409398684,Medium,100
H_MAPPO_Ours,19,0.905243068309705,69.58987875707454,0.9364114237856965,Medium,1000
H_MAPPO_Ours,20,0.8355299686360813,74.33962613066925,0.9205448792252506,Medium,500
H_MAPPO_Ours,21,0.8508002975919219,70.54228660370478,0.9476652739720677,Medium,100
H_MAPPO_Ours,22,0.8690966985151517,70.43009625138679,0.9395124330914264,Medium,2000
H_MAPPO_Ours,23,0.8966340708504169,72.29190772051201,0.9731129794170611,Medium,500
H_MAPPO_Ours,24,0.8562766536078544,67.08793665767357,0.9386024830385614,Medium,500
H_MAPPO_Ours,25,0.8556318304750498,66.66106044522911,0.9692096154406136,Medium,200
H_MAPPO_Ours,26,0.8481995553450485,64.93256617982,0.9462935168640019,Medium,500
H_MAPPO_Ours,27,0.8393470814086438,67.19759147245746,0.9306672877399624,Medium,500
H_MAPPO_Ours,28,0.8291360117687251,65.61062709445639,0.9104401276987385,Medium,200
H_MAPPO_Ours,29,0.8689027348526586,72.11442023810908,0.9766399420791151,Medium,100
H_MAPPO_Ours,30,0.8528189127232277,70.05389190734907,0.9458924304130915,Medium,1000
